0,0,0,-0.162629657,-0.044982699,-0.286196232,-0.193661626,-0.221453286,-0.321699308,-0.069584665,-0.359861592,-0.206612457,-0.46366682,-0.245664641,-0.653969239,-0.266816609,-0.661626297,-0.296566855,-0.882352941,-0.093425606,-0.491349481,-0.100346021,-0.623183391,-0.100346021,-0.861962318,-0.100346021,-1,0.006920415,-0.46366682,0.026681661,-0.6816609,0.044982699,-0.816608997,0.058823529,-0.934256055,0.103806228,-0.396923865,0.121106266,-0.564013841,0.131486889,-0.664640484,0.138408305,-0.665086505
0,0,0,-0.166066639,-0.056536102,-0.282685512,-0.208480565,-0.212014134,-0.339222615,-0.064204946,-0.366491166,-0.190812621,-0.480565361,-0.212014134,-0.666844523,-0.229681969,-0.684452297,-0.243816254,-0.890459364,-0.084805654,-0.512366491,-0.088339223,-0.634982332,-0.091862692,-0.866325088,-0.091862692,-1,0.016666845,-0.494699647,0.035335689,-0.699646643,0.053003534,-0.830388693,0.066136809,-0.943462897,0.109540636,-0.438162544,0.13064205,-0.604240283,0.144866325,-0.613680919,0.151943463,-0.812620848
0,0,0,-0.163144866,-0.056536102,-0.286219081,-0.204946997,-0.222614841,-0.335689046,-0.098939929,-0.361024635,-0.201413427,-0.480565361,-0.215546603,-0.661368092,-0.229681969,-0.686985866,-0.236649117,-0.896526502,-0.091862692,-0.508833922,-0.091862692,-0.631448663,-0.091862692,-0.862691519,-0.088339223,-1,0.010600607,-0.491166067,0.03180212,-0.696113064,0.049469965,-0.826855124,0.06360424,-0.939929329,0.102463498,-0.431095406,0.120141343,-0.600606614,0.13064205,-0.61024635,0.141342656,-0.812620848
0,0,0,-0.160268646,-0.055649129,-0.261666004,-0.191636631,-0.222996516,-0.320556491,-0.132404181,-0.393628223,-0.195121951,-0.463866596,-0.205564913,-0.668989546,-0.209059233,-0.690940667,-0.212543554,-0.905923345,-0.086108014,-0.505226481,-0.090592334,-0.631606316,-0.086108014,-0.86456446,-0.083623693,-1,0.010452962,-0.486804868,0.024390244,-0.600348432,0.038326526,-0.829268293,0.052264808,-0.944250861,0.104529617,-0.432055649,0.114982568,-0.602686456,0.12543554,-0.614285614,0.128919861,-0.815331011
0,0,0,-0.162611864,-0.054236288,-0.261186441,-0.189830509,-0.210169492,-0.311864407,-0.084645663,-0.355932203,-0.189830509,-0.481355932,-0.19661017,-0.664566261,-0.19661017,-0.69661017,-0.186440668,-0.905084646,-0.088135593,-0.505084646,-0.091525424,-0.628813559,-0.088135593,-0.861186441,-0.081355932,-1,0.010169492,-0.481355932,0.023628814,-0.694915254,0.036288136,-0.823628814,0.050846457,-0.93559322,0.105084646,-0.423628814,0.118644067,-0.59661017,0.128813559,-0.605084646,0.13220339,-0.806669661
0,0,0,-0.162068966,-0.048265862,-0.262413693,-0.189655162,-0.210344827,-0.320689655,-0.069310345,-0.368965516,-0.193103448,-0.465862069,-0.203448266,-0.668965516,-0.206896552,-0.689655162,-0.2,-0.9,-0.093103448,-0.503448266,-0.103448266,-0.626586207,-0.103448266,-0.868965516,-0.096551624,-1,0,-0.486206897,0.010344827,-0.696551624,0.024136931,-0.826586207,0.034482659,-0.94136931,0.093103448,-0.431034483,0.1,-0.6,0.106896552,-0.610344827,0.110344827,-0.813693103
0,0,0,-0.162454864,-0.046931407,-0.260658123,-0.198555957,-0.202166065,-0.339350181,-0.054151625,-0.365451264,-0.186625632,-0.466534296,-0.194945848,-0.666860036,-0.198555957,-0.690613618,-0.194945848,-0.902526066,-0.093862816,-0.509025261,-0.101083033,-0.629241866,-0.096462924,-0.860036101,-0.093862816,-1,-0.003610108,-0.490964629,0.006220217,-0.696650903,0.02166065,-0.826614801,0.032490965,-0.942238266,0.086642599,-0.436823105,0.090252607,-0.599266968,0.090252607,-0.611191336,0.093862816,-0.815884467
0,0,0,-0.162361624,-0.051660517,-0.263062631,-0.210332103,-0.20295203,-0.346863469,-0.05904059,-0.380063801,-0.188191882,-0.483394834,-0.191881919,-0.661586616,-0.195561956,-0.689666897,-0.191881919,-0.904059041,-0.092250923,-0.512915129,-0.099630996,-0.630626306,-0.103321033,-0.860848609,-0.099630996,-1,-0.003690037,-0.490664907,0.006380064,-0.696416964,0.018450185,-0.826568266,0.029520295,-0.94095941,0.084860849,-0.435424354,0.084860849,-0.605166052,0.088560886,-0.615866159,0.088560886,-0.822868229
0,0,0,-0.162962963,-0.044444444,-0.264064064,-0.203603604,-0.203603604,-0.344444444,-0.059259259,-0.364064064,-0.196296296,-0.481481482,-0.203603604,-0.666666667,-0.206406406,-0.688888889,-0.203603604,-0.9,-0.1,-0.511111111,-0.111111111,-0.625925926,-0.111111111,-0.86036036,-0.106406406,-1,-0.011111111,-0.492592593,-0.003603604,-0.6,0.011111111,-0.82962963,0.022222222,-0.944444444,0.081481481,-0.436036036,0.081481481,-0.6,0.081481481,-0.618518519,0.081481481,-0.822222222
0,0,0,-0.162264151,-0.045283019,-0.265461698,-0.196226415,-0.211320655,-0.332065462,-0.065461698,-0.363584906,-0.18490566,-0.469245283,-0.19245283,-0.661698113,-0.196226415,-0.69245283,-0.196226415,-0.905660366,-0.090566037,-0.509433962,-0.101886693,-0.628301887,-0.101886693,-0.861698113,-0.101886693,-1,-0.003663585,-0.490566037,0.003663585,-0.601886693,0.01509434,-0.830188669,0.026415094,-0.943396226,0.083018867,-0.436635849,0.086692453,-0.60654617,0.086692453,-0.620654616,0.083018867,-0.826415094
